SMILES,measured log(solubility:mol/L)
CCOC(=O)C(C)(C)c1ccccc1,-3.05
O=S(c1ccc(N)cc1)(c2ccc(N)cc2)=O,-3.053333333
CC(C)C1=CC=CC(C(C)C)=C1O,-3.06
[#6]N([#6])P(=O)(N([#6])[#6])[NH0]1[NH0]=C([NH0]=C1[#7])C1=CC=CC=C1,-3.07
CN(C)P(=O)(N(C)C)N1N=C(N=C1N)C1=CC=CC=C1,-3.07
CCCC(C)CC1(CCO)C(=O)NC(=S)NC1=O,-3.08
OC1=CC(O)=C(C=C1)N=NC1=CC=CC=C1,-3.08
CC(C)C(=O)OCCc1ccccc1,-3.08
O=C(NC1=CC=CC=C1)C1=CC=CN=C1,-3.09
CC(=O)O[C@H]1C[C@H]2CC[C@@]1(C)C2(C)C,-3.09
NC1=CC=C(C=C1)S(=O)(=O)C1=CC=CC=C1N,-3.1
CNC(=N)NS(=O)(=O)C1=CC2=C(C=CC=C2)C=C1,-3.1
CCOC(=O)C(\NC=O)=C\C1=CC=CC(Cl)=C1,-3.11
COC(=O)N1C2=C(C=CC=C2)N=C1C1=CSC=N1,-3.11
CC(C)OC(=O)CCCCC(=O)OC(C)C,-3.11
CCCCN(CCCC)CCCC,-3.12
CC(C)(CCC(C)(C)CC(O)=O)CC(O)=O,-3.13
c1(Nc2ccccc2)ccccc1,-3.13
O=C(C(SCCO2)=C2C)Nc1ccccc1,-3.14
CC1=C(C)N=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=C1,-3.14
CCC(CC)CC1(CCO)C(=O)NC(=S)NC1=O,-3.14
[#6]C1=C[NH0]=C(NS(=O)(=O)C2=CC=C([#7])C=C2)[NH0]=C1[#6],-3.14
CN1C=CS\C1=N\C1=CC=C(C)C=C1C,-3.16
CN1C=CS\C1=N/C1=CC=C(C)C=C1C,-3.16
ON(C1CCCCC1)C(=O)C1CCCC1,-3.16
COP(=O)(NC)Oc1ccc(cc1Cl)C(C)(C)C,-3.16
CN1C=CSC1=NC1=C(C)C=C(C)C=C1,-3.16
CCCCCCNCCCCCC,-3.16
O=C(c(cccc1)c1O)OCCC(C)C,-3.16
CN[P@](=O)(OC)OC1=CC=C(C=C1Cl)C(C)(C)C,-3.16
Cc1cc(C)c(O)c(c1)C(C)(C)C,-3.17
NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1,-3.175
COC(=O)C1=C(C=CS1)S(=O)(=O)NC(=O)NC1=NC(OC)=NC(OC)=N1,-3.19
CCNC1=CC=CC2=CC=CC=C12,-3.19
[NH3+]CCCCCCCCCCCC([O-])=O,-3.2
CCC1=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC=C1,-3.21
CC1=CC(C)=NC(NC2=CC=CC=C2)=N1,-3.22
CC(=O)NC(COC(=O)C1=CC=CC=C1)C(O)=O,-3.22
[#6]C1=CC([#6])=[NH0]C(NC2=CC=CC=C2)=[NH0]1,-3.22
OC1=CC=CC=C1OC1=CC=CC=C1,-3.23
O=C(NC)Oc1c(cccc2)c2ccc1,-3.2475
CCOC(=O)C1=NN(C(=O)C1)c2ccccc2,-3.26
CC(C)COC(=O)Cc1ccccc1,-3.27
COC(=O)CCCCCCCCC(=O)OC,-3.28
O=C(NS(c1ccc(C)cc1)(=O)=O)NCCCC,-3.28
N=C(N)NN=C1C=CC(=NNC(=N)N)C2=C1C=CC=C2,-3.29
NC(=N)N\N=C1/C=C\C(=N/NC(N)=N)\C2=C1C=CC=C2,-3.29
CCCOC(=O)C1=CC=C(NC(C)=O)C=C1,-3.29
Cc1c(C(Nc2ccccc2)=O)cco1,-3.3
CCCCCCCCCC(C(O)=O)C(O)=O,-3.3
CC(C)c1ccc(CCC=O)cc1,-3.3
O=C1OCC2=CC=C3C=CC=CC3=C12,-3.31
CN1C(=O)N(C)C2=NC3=C(N=C2C1=O)C(=O)N(C)C(=O)N3C,-3.31
OC1=C(C=CC=C1)S(=O)(=O)C1=C(O)C=CC=C1,-3.32
CCC1=CC(OC(=O)NC)=CC(CC)=C1,-3.32
Oc1ccc(cc1)/N=N/c1ccccc1,-3.34
O=C1C=CC(C=C1)=NNC1=CC=CC=C1,-3.34
SCC(=O)NC1=CC=C2C=CC=CC2=C1,-3.34
CCOC(=O)C1=CC2=C(OC1=O)C=CC=C2,-3.34
CC(=O)OC1CC2CC1C3CCCC23,-3.34
Cc1cc(cc(c1)OC(=O)NC)C(C)C,-3.35
CCOP(OCC)(N2C(c1ccccc1C2=O)=O)=S,-3.35
CN(C)c1c(C)cc(cc1C)OC(=O)NC,-3.35
OC(=O)COC1=CC2=C(C=CC=C2)C=C1,-3.36
[#6]CN1C=C(C(O)=O)C(=O)C2=CC=C([#6])[NH0]=C12,-3.37
CC1CC(C)NC(NS(=O)(=O)C2CCC(N)CC2)N1,-3.37
CCCCCCCCCCCCN,-3.38
[O-][N+](=O)C1=CC(=C(C=C1C(=O)NC1CC1)N1CC1)[N+]([O-])=O,-3.39
CCC1=NN=C(NS(=O)(=O)C2=CC=C(NC(C)=O)C=C2)S1,-3.4
OC(=O)CCC(=O)OCN1C(=O)OC2=CC=C(Cl)C=C12,-3.41
CCOC(=O)C1=C(C)C=CCC1(C)C,-3.41
CC(=O)OC1=CC2=C(C=CC=C2)C=C1,-3.44
CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1,-3.44
CCOP(=O)(OCC)O\C(=C\Cl)C1=C(Cl)C=C(Cl)C=C1,-3.46
CCOP(=O)(OC(=CCl)c1ccc(Cl)cc1Cl)OCC,-3.46
O=C(OCN1N=CC2=C1N=CNC2=O)C1=CN=CC=C1,-3.46
OC1=C2C=NN(COC(=O)C3=CC=CN=C3)C2=NC=N1,-3.46
CCOP(=O)(OCC)O\C(=C/Cl)C1=CC=C(Cl)C=C1Cl,-3.46
CCC[C@H](C)C1(CC=C)C(=O)NC(=S)NC1=O,-3.46
OC1=CC=C(C=C1)C1CCCCC1,-3.47
CC1(C)C2CC=C(CCC=O)C1C2,-3.47
Oc1ccc(c2ccccc2)cc1,-3.48
COCCCNC1=NC(SC)=NC(NCCCOC)=N1,-3.48
[#6]OCCCNC1=[NH0]C(S[#6])=[NH0]C(NCCCO[#6])=[NH0]1,-3.48
Nc1ccc(cc1)/N=N/c1ccccc1,-3.485
CCCCOC(=O)\C=C\C(=O)OCCCC,-3.485
CC(C)C(=O)C(C)(C)CC=C(C)C,-3.49
NC1=CC=C(C=C1)S(=O)(=O)C1=C(N)C=C(C=C1)S(N)(=O)=O,-3.49
CCN(C=C1C(O)=O)c(nc(C)cc2)c2C1=O,-3.49
CC(C)NC(=O)C1=CC(N2CC2)=C(C=C1[N+]([O-])=O)[N+]([O-])=O,-3.5
NC1=CC=C(C=C1)S(=O)(=O)C1=C(C=C(N)C=C1)S(N)(=O)=O,-3.5
CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,-3.5
COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC,-3.5
O=C(c(cc1)ccc1N)OCCCCC,-3.505
Nc1cccc(c1)[S](=O)(=O)c2cccc(N)c2,-3.51
CCCCCCCCCC(O)C(O)C(O)=O,-3.52
CC(C)c1ccc(NC(N(C)C)=O)cc1,-3.54
CC(C)=CCC\C(C)=C/CCC=O,-3.54
COC(=O)C1(CCC1)S(=O)(=O)C1=CC=C(Br)C=C1,-3.55
CC(=O)CC(C)(C)C1CCCCC1,-3.55
CC(=O)OC1CCC2CCCCC2C1,-3.56
CCCCC(O)CN(\N=C/c1oc(cc1)[N+]([O-])=O)C(N)=O,-3.57
C(NC1=NC=NC2=C1NC=N2)C1=CC=CC=C1,-3.57
CCCCC(O)CN(N=CC1=CC=C(O1)[N+]([O-])=O)C(N)=O,-3.57
CCCC[C@H](O)CN(\N=C\C1=CC=C(O1)[N+]([O-])=O)C(N)=O,-3.57
CCCCC(O)CN(\N=C\C1=CC=C(O1)N(=O)=O)C(N)=O,-3.57
O=C(OCC(N(=O)=O)(N(=O)=O)N(=O)=O)C1=C(C=CC=C1)C(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O,-3.58
C(NC1=C2N=CN=C2N=CN1)C1=CC=CC=C1,-3.58
CCC1(C(=O)NC(=S)NC1=O)C1=CC=CC=C1,-3.58
CCCCCCC1=CC=C(N)C=C1,-3.58
S=C(N1)NC(C(C(C)CCC)(CC=C)C1=O)=O,-3.585
COc1c(OC3=O)c(C=C3)cc2c1occ2,-3.59
COC1=C2C=COC2=CC2=C1C=CC(=O)O2,-3.6
C(NC1=NC=NC2=C1N=CN2)C1=CC=CC=C1,-3.6
O=N(=O)C1=CC(=C(OC2=C(C=C(C=C2N(=O)=O)N(=O)=O)N(=O)=O)C=C1)N(=O)=O,-3.6
CC(=O)OC(C)(C)CCCC(=C)C=C,-3.6
CCCCCC(=O)OCSC1=NC=NC2=C1N=CN2,-3.62
OC1=CC(C2=CC=CC=C2)=C(C=C1)[N+]([O-])=O,-3.63
OC1=CC=C(C=C1)N=NC1=CC=CC=C1,-3.64
CCCCC(C#N)c1ccccc1,-3.66
CCC1(CC)OC(=O)C2=C1C=CC(=C2)[N+]([O-])=O,-3.66
CCCCC(CC)C(=O)OOC(C)(C)C,-3.67
NC(=O)CC1=CC=CC2=C1C=CC=C2,-3.68
CC(C)=CCCC(C)(OC(C)=O)C=C,-3.69
CC(=O)OC1CCC(CC1)C(C)(C)C,-3.7
OC1=CC=C(C(C2=CC=CC=C2)=C1N(=O)=O)N(=O)=O,-3.72
O=C1C=CC2=NC3=C(SC2=C1)C=CC=C3,-3.72
CC(C)(C)C(=O)OC1=CC2=C(C=C1)N=C(S2)S(N)(=O)=O,-3.73
CC(C)OC(=O)C(=C1SCCS1)C(=O)OC(C)C,-3.73
CCOC1=CC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1,-3.74
O=S(Nc1nnc(C(C)(C)C)s1)(c2ccc(cc2)N)=O,-3.74
O=C1NC2=C(C=CC=C2)C(=O)N2CCCC12,-3.74
Oc1ccc(cc1)c2ccc(O)cc2,-3.74
COC(=O)c1ccc(cc1)C(C)(C)C,-3.74
O=NN(c2ccccc2)c1ccccc1,-3.75
CC(=O)OC\C=C(C)/CCC=C(C)C,-3.75
OC(=O)CCCCCCCCCCC(O)=O,-3.76
NN[S](=O)(=O)c1ccc(Oc2ccc(cc2)[S](=O)(=O)NN)cc1,-3.76
Nc1ccc(cc1)N=Nc2ccccc2,-3.76
S=P(OCC)(OCC)Oc1nc(C(C)C)nc(C)c1,-3.76
CCCCCCCC1CCCC1=O,-3.77
CCCCOC(=O)COC1=C(Cl)C=C(Cl)C=C1,-3.78
CC1=NC=CC2=C1NC1=C2C=CC=C1,-3.79
CC(CC/C=C(C)/CCC=O)C=C,-3.79
ClC1=CC(NC(=O)NC2=CC=CC=C2)=CC=N1,-3.8
CCC(=O)OC1C(C)CCCC1(C)C,-3.8
CCCCCOC(=O)C1=CC=C(O)C=C1,-3.81
CC(C)CC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1,-3.82
CC1=NC2=NC(=NN2C=C1)S(=O)(=O)NC1=C(F)C=CC=C1F,-3.82
CC1=CCN2NC(=NC2=N1)S(=O)(=O)NC1=C(F)C=CC=C1F,-3.82
[#6]C([#6])CC1=[NH0][NH0]=C(NS(=O)(=O)C2=CC=C([#7])C=C2)[SH0]1,-3.82
[#6]C1=[NH0]C2=[NH0]C(=[NH0][NH0]2C=C1)S(=O)(=O)NC1=C(F)C=CC=C1F,-3.82
O=N(=O)C1=CC(=C(NC2=CC=CC=C2)C=C1)N(=O)=O,-3.83
CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,-3.83
[O-][N+]1=C(C(=O)C2=CC=CO2)C(=NO1)C(=O)C1=CC=CO1,-3.85
O=C1CCCCCCCCCCC1,-3.85
OC1=C(C=CC(=C1)C1=CC=CC=C1)[N+]([O-])=O,-3.86
O=N(=O)C1=CC(=C(NC2=C(C=C(C=C2N(=O)=O)N(=O)=O)N(=O)=O)C(=C1)N(=O)=O)N(=O)=O,-3.86
CCC1(C2CCCCC2)C(=O)NC(=O)NC1=O,-3.87
CC(=O)OC1C(C)(C)C2CCC1(C)C2,-3.87
[#6]COP(=S)(OC[#6])OC1=CC([#6])=[NH0]C(=[NH0]1)C([#6])[#6],-3.88
C1=CC2=NC3=C(C=CC=C3)N=C2C=C1,-3.88
CCCNC(=O)C1=CC(N2CC2)=C(C=C1[N+]([O-])=O)[N+]([O-])=O,-3.89
CC(N(C(Nc1ccc(Cl)cc1)=O)C)C#C,-3.9
C[C@@H](C#C)N(C)C(=O)NC1=CC=C(Cl)C=C1,-3.9
C\C=C\OC1CCC(CC1)O\C=C\C,-3.9
O=N(=O)C1=C2C=CC=NC2=C2N=CC=CC2=C1,-3.92
CCCC(=O)OC(C)C1CCCCC1,-3.92
[O-][N+](=O)C1=CC=C(NS(=O)(=O)C2=CC=CC=C2)C=C1,-3.93
CC(=O)OC1CC2CCC1(C)C2(C)C,-3.93
CC(=O)OC(C)(C)C1CCC(=CC1)C,-3.93
CC(C)=CCC\C(C)=C\COC(C)=O,-3.935
NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=C(C=C1)[N+]([O-])=O,-3.94
OC1=CC=CC(C2=CC=CC=C2)=C1[N+]([O-])=O,-3.95
CCCCCOC(=O)C1=CC(Cl)=C(O)C=C1,-3.95
FC(F)(F)C1=CC(=CC=C1)N1CC(CCl)C(Cl)C1=O,-3.95
c1(Oc2ccccc2)ccccc1,-3.96
CCN(CC)C(=O)SCc1ccc(Cl)cc1,-3.96
c12cccc(C=C3)c1c3ccc2,-3.96
CCCCCOC(=O)NC1=CC=CC=C1,-3.96
O=C1C(Cl)=C(NC)C=NN1c2cc(C(F)(F)F)ccc2,-3.96
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(C)=O,-3.98
OC1CCCCCCCCCCC1,-3.99
[#6]COP(=S)(OC[#6])OC1=[NH0][NH0](C=[NH0]1)C1=CC=CC=C1,-4
CCOP(=S)(Oc1[n][n](c[n]1)-c1ccccc1)OCC,-4
FC(F)(F)C(=N\OCC1OCCO1)\C1=CC=C(Cl)C=C1,-4.01
FC(F)(F)C(=N/OCC1OCCO1)\C1=CC=C(Cl)C=C1,-4.01
[O-][N+](=O)C1=CC=CC=C1NS(=O)(=O)C1=CC=CC=C1,-4.01
CCCCCC/C=C/C1CC(=O)OC1=O,-4.02
CCN(CC)C(=O)SCC1=CC=CC=C1Cl,-4.03
ClC1=CC=C(NS(=O)(=O)C2=CC=CC=C2)C=C1,-4.03
CC(CCCC(C)(C)OC(C)=O)C=C,-4.03
CC1CC(CC(C)(C)C1)OC(=O)C=C,-4.03
FC(F)(F)C1=CC=CC(=C1)N1C[C@@H](CCl)[C@@H](Cl)C1=O,-4.05
CCCCCCCCCCN(C)C,-4.05
N#C\C(=N/OCC1OCCO1)C1=CC=CC=C1,-4.06
NC1=CC=C(C=C1)S(=O)(=O)C1=C(C=C(C=C1)S(N)(=O)=O)N(=O)=O,-4.06
C=CCOC(=O)CCC1CCCCC1,-4.06
CC(C)[C@H]1CC[C@H](C)C[C@@H]1OC(C)=O,-4.07
ClC1=CC=C(Cl)C(Cl)=C1.ClC1=CC=CC(Cl)=C1Cl,-4.08
CCCCCCC1(CC)C(=O)NC(=S)NC1=O,-4.08
NC1=CC(N)=C(C=C1)\N=N\C1=CC=CC=C1,-4.09
CCCCCCCCCCCC(O)=O,-4.09
CCCCCOC(=O)C1=CC(Br)=C(O)C=C1,-4.1
CCCCCCCCCC(OCC)=O,-4.1
CCCOP(=S)(OCCC)OP(=S)(OCCC)OCCC,-4.1
CC(CCOC(C)=O)CCC=C(C)C,-4.1
CCC1=C(C(N)=NC(N)=N1)C1=CC=C(Cl)C=C1,-4.11
NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(Cl)C=C1,-4.13
CCOP(=S)(Oc1c[n]c2ccccc2[n]1)OCC,-4.13
NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=C(Cl)C=C1,-4.13
[#6]COP(=S)(OC[#6])OC1=[NH0]C2=CC=CC=C2[NH0]=C1,-4.13
Cc1c(cccc2)c2c(C)cc1,-4.14
COC1=CC=C(C=C1)C(=O)C1=COC(=C1)S(N)(=O)=O,-4.15
COC1=CC=C(C=C1)C(=O)C1=CC=C(O1)S(N)(=O)=O,-4.15
CCc1c(cccc2)c2ccc1,-4.17
CCC(=O)OC1CCC(CC1)C(C)C,-4.17
CC1(C)CC(CC(C)(CN=C=O)C1)N=C=O,-4.17
O=C(c(cc(S(N)(=O)=O)c(Cl)c2)c2NCc1ccco1)O,-4.18
O=[S](=O)(c1ccccc1)c2ccccc2,-4.19
c1(N=Nc2ccccc2)ccccc1,-4.195
ClC1=CC=CC(OC2=CC=CC=C2)=C1,-4.21
CCCSC1=CC2=C(NC(NC(=O)OC)=N2)C=C1,-4.22
CCCCCOC(=O)C1=CC(I)=C(O)C=C1,-4.22
O=C(N1N=CC2=C1N=CNC2=O)C1=CC=CC=C1,-4.23
CC(C)(C#C)NC(=O)c1cc(Cl)cc(Cl)c1,-4.23
OC1=C2C=NN(C(=O)C3=CC=CC=C3)C2=NC=N1,-4.23
Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2,-4.24
[O-][N+](=O)c1cc(cc(C2CCCCC2)c1O)[N+]([O-])=O,-4.25
CCCCCCOCCCCCC,-4.27
CCc1cc(cccc2)c2cc1,-4.29
Cc1c(cccc2)c2cc(C)c1,-4.29
CC1=CC=C(NS(=O)(=O)C2=CC=C(C=C2)[N+]([O-])=O)N=C1,-4.29
c12cccc(CC3)c1c3ccc2,-4.295
CCCCCC(=O)OC(=O)CCCCC,-4.3
CC(=O)O[C@@H]1CCCC[C@@H]1C(C)(C)C,-4.3
CCC1(C)OOC(C)(CC)OOC(C)(CC)OO1,-4.3
c1(c2ccccc2)ccccc1,-4.31
ClC1=CC=CC=C1NS(=O)(=O)C1=CC=CC=C1,-4.32
[O-][N+](=O)C1=CC=C(O1)\C=C\C=N\NC(=O)C1=CC=C(O1)[N+]([O-])=O,-4.34
S(c1ccccc1)c2ccccc2,-4.36
NS(c1cc(N(=O)=O)c(N(CCC)CCC)c(N(=O)=O)c1)(=O)=O,-4.385
NC1=CC=C(C=C1)S(=O)(=O)NC1=CC(Cl)=CC=C1Cl,-4.4
C1CCC(CC1)C1=CC=CC=C1,-4.405
[O-][N+](=O)c1cc(ccc1O)-c1ccccc1,-4.41
CSC1=NN=C(C(=O)N1\N=C\C(C)C)C(C)(C)C,-4.43
CC1=CC=C(C=C1)C(=O)C1=CSC(=C1)S(N)(=O)=O,-4.45
CC(=C)c1cccc(c1)C(C)=C,-4.45
[#6]C1=CC=C(C=C1)C(=O)C1=C[SH0]C(=C1)S([#7])(=O)=O,-4.45
C1=CC=C(C=C1)\N=N\C1=CC=CC=C1,-4.45
CCC(C)(OOC(C)(C)C)OOC(C)(C)C,-4.45
CC1=CC=C(C=C1)C(=O)C1=CC=C(S1)S(N)(=O)=O,-4.45
OC1=CC(C2=CC=CC=C2)=C(C=C1N(=O)=O)N(=O)=O,-4.46
Clc1cc(Cl)ccc1Oc2c(O)cc(Cl)cc2,-4.46
CCOC(=O)[C@H](SP(=S)(OC)OC)C1=CC=CC=C1,-4.46
COc1ccc(cc1)C(=O)c1cc([s]c1)S(N)(=O)=O,-4.47
[#6]OC1=CC=C(C=C1)C(=O)C1=C[SH0]C(=C1)S([#7])(=O)=O,-4.47
COC1=CC=C(C=C1)C(=O)C1=CC=C(S1)S(N)(=O)=O,-4.47
CCCCCCCCCCCCCl,-4.48
NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=C1[N+]([O-])=O,-4.49
CC\C=C/CCOC(=O)C\C=C/CC,-4.51
CCOP(=S)(OCC)SCN1N=Nc2ccccc2C1=O,-4.52
NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=C(I)C=C1,-4.52
Clc1ccc(cc1)Oc1ccccc1,-4.555
CC(C)(C)c1ccc(C=C)cc1,-4.56
Clc1cccc(c2ccccc2)c1,-4.566666667
O=S1(=O)C2=C(C=CC=C2)C2=C1C=CC=C2,-4.57
CC(C)(C)CCCCCC(=O)OC=C,-4.58
NC1=CC=C(C(Cl)=C1)S(=O)(=O)NC1=CC=C(Cl)C=C1,-4.59
c13c(cccc3)oc2c1cccc2,-4.59
ClC1=CC(Cl)=C(OC2=CC=CC=C2)C=C1,-4.63
NC1=CC=C(C=C1)C1=CC=C(Cl)C=C1,-4.64
COCC1(C)OC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1,-4.66
ClC1=C(Cl)C(OC2=CC=CC=C2)=CC=C1,-4.67
O=C1NC(=O)c2cccc3cccc1c23,-4.69
ClC1=CC2=C(NC(=O)C3CCCN3C2=O)C=C1,-4.7
BrC1=CC=C(OC2=CC=CC=C2)C=C1,-4.71
C=CC(=O)Oc1c(Br)cc(Cl)c2ccc[n]c21,-4.72
ClC1=CC=C(OC2=CC=CC=C2)C=C1Cl,-4.72
ClC1=CC=CC(NS(=O)(=O)C2=CC=CC=C2)=C1Cl,-4.73
NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC(Cl)=C1Cl,-4.73
Cc1c(cccc2C)c2ccc1,-4.74
CCO[P+]([S-])(OCC)O\N=C(\C#N)C1=CC=CC=C1,-4.745
CCOP(=S)(O/N=C(\C#N)/c1ccccc1)OCC,-4.746666667
CCCCN(C)C(O)=NC1=CC=C(Cl)C(Cl)=C1,-4.76
O=C(Nc1cc(Cl)c(Cl)cc1)N(C)CCCC,-4.77
CCOC(=O)C1C(C=C(C)C)C1(C)C,-4.77
ClC1=CC=CC=C1OC1=CC=CC=C1,-4.78
NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=C(C=C1Br)[N+]([O-])=O,-4.78
ClC1=CC=C(OC2=CC=C(Cl)C=C2)C=C1,-4.8
[O-][N+](=O)C1=CC=C(NN=C2C=CC(=O)C=C2)C=C1,-4.8
OC1=CC=C(C=C1)\N=N\C1=CC=C(C=C1)[N+]([O-])=O,-4.8
Cc1cc(cccc2)c2cc1C,-4.805
CCCCC(CC)COC(=O)C(C)=C,-4.81
Clc(cccc2)c2c1ccccc1,-4.825
NC1=CC=C(C=C1)S(=O)(=O)NC1=C(Cl)C=C(Cl)C(Cl)=C1,-4.83
CCOP(=S)(OCC)ON=C(C#N)C1=CC=CC=C1,-4.86
CC1=CC2=C(C=C1)C(C)=CC=C2,-4.89
c1(cccc3)c3sc2c1cccc2,-4.896666667
Clc(cccc2)c2c1ccccc1Cl,-4.9
Clc1cc(c2cc(Cl)c(N)cc2)ccc1N,-4.92
NC1=CC=C(C=C1)C1=CC=C(N)C(Cl)(Cl)C1,-4.92
C[C@]1(OC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1)C=C,-4.93
NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=C(Cl)C(Cl)=C1,-4.94
[O-][N+](=O)c1ccccc1c2ccc(Cl)cc2,-4.94
ClC1=CC(Cl)=C(OC2=CC=CC=C2Cl)C=C1,-4.95
OC1=C(Cl)C=C(Cl)C=C1SC1=C(O)C(Cl)=CC(Cl)=C1,-4.95
CCCCCCC(CCCC)C(O)=O,-4.96
ClC1=CC=C(Cl)C(OC2=CC=CC=C2)=C1,-4.97
CC1(OC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1)C=C,-4.98
Cc2cc1ccc(C)cc1cc2,-4.985
CCCCCCCCCCOC(C)=O,-4.99
O=C(N\N=C\C1=CC=C(O1)N(=O)=O)C1=CC=CC(=C1)N(=O)=O,-4.99
BrC1=CC=C(NS(=O)(=O)C2=CC=CC=C2)C(Br)=C1,-5.01
Nc1c(Cl)c(ccc1[N+]([O-])=O)Oc1ccccc1,-5.02
O=C(C(NC(C(Cl)Cl)=O)=C2Cl)c(cccc1)c1C2=O,-5.03
Nc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,-5.05
ClC1=CC(OC2=CC=CC=C2)=CC(Cl)=C1,-5.06
ClC1=CC=CC(Cl)=C1OC1=CC=CC=C1,-5.06
CCCCCCCCCCCC=O,-5.06
CCCN(CCCl)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,-5.075
CC1=COC2=CC3=C(C=C12)C=C(N)C(=O)O3,-5.08
ClC1=CC=C(OC2=CC(Cl)=CC=C2)C=C1,-5.08
Clc(cccc2Cl)c2c1ccccc1,-5.09
NC1=CC(Cl)=C(C=C1)S(=O)(=O)NC1=CC=CC=C1Cl,-5.11
c1(cccc3)c3[nH]c2c1cccc2,-5.12
FC1(F)OC2=CC=CC(=C2O1)C1=CNC=C1C#N,-5.14
CCCCCCCCCC(C)C=O,-5.15
CCCCC[C@H](CCC)CCCO,-5.16
Clc1cc(-c2ccccc2)c(Cl)cc1,-5.18
CCOP(=S)(OCC)SCN1C(=O)OC2=C1C=CC=C2,-5.19
ClC1=CC(OC2=CC=CC=C2)=C(Cl)C(Cl)=C1,-5.19
Clc1ccc(c2ccccc2)cc1,-5.2
ClC1=C(Cl)C=C(OC2=C(Cl)C=CC=C2)C=C1,-5.2
[O-][N+](=O)C1=CC=C(C=C1)C1=CC=CC=C1,-5.21
CC1=CC(C)(C)Nc2ccccc12,-5.24
Clc(cc(Cl)cc2)c2c1ccccc1,-5.25
CCCCCCC(CO)CCCC,-5.27
CCOP(=S)(OCC)O\N=C(/C#N)C1=C(Cl)C=CC=C1,-5.29
CCCCCCCCCCCC#N,-5.29
ClC1=CC=C(OC2=C(Cl)C(Cl)=CC=C2)C=C1,-5.31
c1(cccc3)c3Oc(cccc2)c2O1,-5.31
ClC1=C(Cl)C(Cl)=C(OC2=CC=CC=C2)C=C1,-5.32
[O-][N+](=O)C1=C2C=CC=C3CCC(C=C1)=C23,-5.34
c1cccc2Nc3ccccc3Sc21,-5.345
Clc1cccc(-c2ccccc2)c1Cl,-5.35
NC1=C(C(=NN1C1=C(Cl)C=C(C=C1Cl)C(F)(F)F)C#N)S(=O)C(F)(F)F,-5.36
[#7]C1=C(C(=[NH0][NH0]1C1=C(Cl)C=C(C=C1Cl)C(F)(F)F)C#N)S(=O)C(F)(F)F,-5.36
C\1C\C=C/CC\C=C/CC/C=C1,-5.37
Clc(cccc2)c2c1ccc(Cl)cc1,-5.37
O=P(SCCCC)(SCCCC)SCCCC,-5.385
COC(=O)CCCCCCCCC=C,-5.4
Clc1cc(ccc1)-c1ccccc1Cl,-5.425
ClC1=CC=C(OC2=C(Cl)C=CC(Cl)=C2)C=C1,-5.44
OC1=CC=C(NC2=C(C=C(C=C2)[N+]([O-])=O)[N+]([O-])=O)C=C1,-5.44
ClC1=CC(Cl)=C(OC2=CC(Cl)=CC=C2)C=C1,-5.44
ClC1=CC=CC(OC2=CC(Cl)=C(Cl)C=C2)=C1,-5.44
Clc1c(Oc2ccc(N(=O)=O)cc2)ccc(Cl)c1,-5.46
ClC1=CC=C(OC2=CC(Cl)=CC(Cl)=C2)C=C1,-5.52
ClC1=CC=C(OC2=CC=CC=C2Cl)C=C1,-5.52
Clc1ccc(cc1)[S](=O)(=O)c2ccc(Cl)cc2,-5.52
COC1=C(C(C)=C(C=C1C(C)(C)C)N(=O)=O)N(=O)=O,-5.53
Brc1ccc(cc1)-c1ccccc1,-5.55
[O-][N+](=O)c1ccc(cc1)Oc1c(Cl)cc(Cl)cc1Cl,-5.62
CCOC(=O)C1=NN(C(=N1)C(Cl)(Cl)Cl)C1=C(Cl)C=C(Cl)C=C1,-5.65
[#6]COC(=O)C1=[NH0][NH0](C(=[NH0]1)C(Cl)(Cl)Cl)C1=CC=C(Cl)C=C1Cl,-5.65
